Analyzing image "[PSX] Tony Hawk's Pro Skater 2 [Demo CD] [SLUS-90086].cue"...
     LBN   NumSec     Size T Path
00000016 00000001 00000800 d 
00000017 00000001 00000044 f SYSTEM.CNF
00000018 000001af 000d7800 f SLUS_900.86
000001c7 00000003 000012c9 f CD.HED
000001ca 00000c3e 0061f000 f CD.WAD
00000e08 00000840 004b4800 x ATVILOGO.STR
00001648 00004658 0281e300 x COMPILED.XA
00005ca0 00000710 00407200 x LOGO.STR
000063b0 000008c2 00460846 f MAIN.SYM
00006c72 000008d9 0046c800 f MAR.STR
